Authority,Event type,Age group,Period,Count
E06000050,Physical,Under 12,2023-08-01/P1M,5861
E06000050,Physical,Under 12,2023-09-01/P1M,3209
E06000050,Physical,Under 12,2023-10-01/P1M,6245
E06000050,Physical,Under 12,2023-11-01/P1M,4544
E06000050,Physical,Under 12,2023-12-01/P1M,3450
E06000050,Physical,Under 12,2024-01-01/P1M,3814
E06000050,Physical,Under 12,2024-02-01/P1M,6243
E06000050,Physical,Under 12,2024-03-01/P1M,5408
E06000052,Physical,All ages,2023-04-01/P1M,2860
E06000052,Physical,All ages,2023-05-01/P1M,2860
E06000052,Physical,All ages,2023-06-01/P1M,2860
E06000052,Physical,All ages,2023-07-01/P1M,2860
E06000052,Physical,All ages,2023-08-01/P1M,2860
E06000052,Physical,All ages,2023-09-01/P1M,2860
E06000052,Physical,All ages,2023-10-01/P1M,2860
E06000052,Physical,All ages,2023-11-01/P1M,2860
E06000052,Physical,All ages,2023-12-01/P1M,2860
E06000052,Physical,All ages,2024-01-01/P1M,2860
E06000052,Physical,All ages,2024-02-01/P1M,2860
E06000052,Physical,All ages,2024-03-01/P1M,2860
E06000052,Digital,All ages,2023-04-01/P1M,188
E06000052,Digital,All ages,2023-05-01/P1M,188
E06000052,Digital,All ages,2023-06-01/P1M,188
E06000052,Digital,All ages,2023-07-01/P1M,188
E06000052,Digital,All ages,2023-08-01/P1M,188
E06000052,Digital,All ages,2023-09-01/P1M,188
E06000052,Digital,All ages,2023-10-01/P1M,188
E06000052,Digital,All ages,2023-11-01/P1M,188
E06000052,Digital,All ages,2023-12-01/P1M,188
E06000052,Digital,All ages,2024-01-01/P1M,188
E06000052,Digital,All ages,2024-02-01/P1M,188
E06000052,Digital,All ages,2024-03-01/P1M,188
E08000026,Physical,All ages,,7484
E08000026,Physical,All ages,,7178
E08000026,Physical,All ages,,7588
E08000026,Physical,All ages,,8478
E08000026,Physical,All ages,,7730
E08000026,Physical,All ages,,6820
E08000026,Physical,All ages,,10063
E08000026,Physical,All ages,,20399
E06000063,Physical,All ages,2023-06-01/P3M,7965
E06000063,Physical,All ages,2023-09-01/P3M,7336
E06000063,Physical,All ages,2023-12-01/P3M,8713
E06000063,Physical,All ages,2024-03-01/P3M,10150
E06000063,Physical,Adults,2023-06-01/P3M,4725
E06000063,Physical,Adults,2023-09-01/P3M,4826
E06000063,Physical,Adults,2023-12-01/P3M,5338
E06000063,Physical,Adults,2024-03-01/P3M,5980
E06000005,Physical,All ages,2023-04-01/P1M,1286
E06000005,Physical,All ages,2023-05-01/P1M,1673
E06000005,Physical,All ages,2023-06-01/P1M,4586
E06000005,Physical,All ages,2023-07-01/P1M,5851
E06000005,Physical,All ages,2023-08-01/P1M,3664
E06000005,Physical,All ages,2023-09-01/P1M,3451
E06000005,Physical,All ages,2023-10-01/P1M,2958
E06000005,Physical,All ages,2023-11-01/P1M,3922
E06000005,Physical,All ages,2023-12-01/P1M,1999
E06000005,Physical,All ages,2024-01-01/P1M,3164
E06000005,Physical,All ages,2024-02-01/P1M,2961
E06000005,Physical,All ages,2024-03-01/P1M,3113
E06000005,Physical,Adults,2023-04-01/P1M,603
E06000005,Physical,Adults,2023-05-01/P1M,856
E06000005,Physical,Adults,2023-06-01/P1M,905
E06000005,Physical,Adults,2023-07-01/P1M,872
E06000005,Physical,Adults,2023-08-01/P1M,1671
E06000005,Physical,Adults,2023-09-01/P1M,1577
E06000005,Physical,Adults,2023-10-01/P1M,1279
E06000005,Physical,Adults,2023-11-01/P1M,1183
E06000005,Physical,Adults,2023-12-01/P1M,928
E06000005,Physical,Adults,2024-01-01/P1M,785
E06000005,Physical,Adults,2024-02-01/P1M,1286
E06000005,Physical,Adults,2024-03-01/P1M,1121
E06000005,Physical,Under 12,2023-04-01/P1M,683
E06000005,Physical,Under 12,2023-05-01/P1M,817
E06000005,Physical,Under 12,2023-06-01/P1M,3681
E06000005,Physical,Under 12,2023-07-01/P1M,4979
E06000005,Physical,Under 12,2023-08-01/P1M,1993
E06000005,Physical,Under 12,2023-09-01/P1M,1874
E06000005,Physical,Under 12,2023-10-01/P1M,1679
E06000005,Physical,Under 12,2023-11-01/P1M,2739
E06000005,Physical,Under 12,2023-12-01/P1M,1071
E06000005,Physical,Under 12,2024-01-01/P1M,2379
E06000005,Physical,Under 12,2024-02-01/P1M,1675
E06000005,Physical,Under 12,2024-03-01/P1M,1992
E06000015,Physical,All ages,2023-04-01/P1M,1365
E06000015,Physical,All ages,2023-05-01/P1M,1880
E06000015,Physical,All ages,2023-06-01/P1M,1967
E06000015,Physical,All ages,2023-07-01/P1M,1312
E06000015,Physical,All ages,2023-08-01/P1M,1166
E06000015,Physical,All ages,2023-09-01/P1M,1252
E06000015,Physical,All ages,2023-10-01/P1M,1590
E06000015,Physical,All ages,2023-11-01/P1M,1216
E06000015,Physical,All ages,2023-12-01/P1M,1161
E06000015,Physical,All ages,2024-01-01/P1M,1403
E06000015,Physical,All ages,2024-02-01/P1M,1559
E06000015,Physical,All ages,2024-03-01/P1M,1528
E06000015,Physical,Adults,2023-04-01/P1M,389
E06000015,Physical,Adults,2023-05-01/P1M,616
E06000015,Physical,Adults,2023-06-01/P1M,597
E06000015,Physical,Adults,2023-07-01/P1M,520
E06000015,Physical,Adults,2023-08-01/P1M,547
E06000015,Physical,Adults,2023-09-01/P1M,482
E06000015,Physical,Adults,2023-10-01/P1M,676
E06000015,Physical,Adults,2023-11-01/P1M,651
E06000015,Physical,Adults,2023-12-01/P1M,578
E06000015,Physical,Adults,2024-01-01/P1M,697
E06000015,Physical,Adults,2024-02-01/P1M,711
E06000015,Physical,Adults,2024-03-01/P1M,695
E06000015,Physical,Under 12,2023-04-01/P1M,976
E06000015,Physical,Under 12,2023-05-01/P1M,1264
E06000015,Physical,Under 12,2023-06-01/P1M,1370
E06000015,Physical,Under 12,2023-07-01/P1M,792
E06000015,Physical,Under 12,2023-08-01/P1M,619
E06000015,Physical,Under 12,2023-09-01/P1M,770
E06000015,Physical,Under 12,2023-10-01/P1M,914
E06000015,Physical,Under 12,2023-11-01/P1M,565
E06000015,Physical,Under 12,2023-12-01/P1M,583
E06000015,Physical,Under 12,2024-01-01/P1M,706
E06000015,Physical,Under 12,2024-02-01/P1M,848
E06000015,Physical,Under 12,2024-03-01/P1M,833
E10000007,Physical,All ages,2023-04-01/P1M,3273
E10000007,Physical,All ages,2023-05-01/P1M,3541
E10000007,Physical,All ages,2023-06-01/P1M,3462
E10000007,Physical,All ages,2023-07-01/P1M,4977
E10000007,Physical,All ages,2023-08-01/P1M,5381
E10000007,Physical,All ages,2023-09-01/P1M,4203
E10000007,Physical,All ages,2023-10-01/P1M,5200
E10000007,Physical,All ages,2023-11-01/P1M,5182
E10000007,Physical,All ages,2023-12-01/P1M,4103
E10000007,Physical,All ages,2024-01-01/P1M,4420
E10000007,Physical,All ages,2024-02-01/P1M,5081
E10000007,Physical,All ages,2024-03-01/P1M,5438
E10000007,Physical,Adults,2023-04-01/P1M,1594
E10000007,Physical,Adults,2023-05-01/P1M,1637
E10000007,Physical,Adults,2023-06-01/P1M,1670
E10000007,Physical,Adults,2023-07-01/P1M,1991
E10000007,Physical,Adults,2023-08-01/P1M,2806
E10000007,Physical,Adults,2023-09-01/P1M,2297
E10000007,Physical,Adults,2023-10-01/P1M,2698
E10000007,Physical,Adults,2023-11-01/P1M,2357
E10000007,Physical,Adults,2023-12-01/P1M,2099
E10000007,Physical,Adults,2024-01-01/P1M,2372
E10000007,Physical,Adults,2024-02-01/P1M,2388
E10000007,Physical,Adults,2024-03-01/P1M,2519
E10000007,Physical,Under 12,2023-04-01/P1M,1679
E10000007,Physical,Under 12,2023-05-01/P1M,1904
E10000007,Physical,Under 12,2023-06-01/P1M,1792
E10000007,Physical,Under 12,2023-07-01/P1M,2986
E10000007,Physical,Under 12,2023-08-01/P1M,2575
E10000007,Physical,Under 12,2023-09-01/P1M,1906
E10000007,Physical,Under 12,2023-10-01/P1M,2502
E10000007,Physical,Under 12,2023-11-01/P1M,2825
E10000007,Physical,Under 12,2023-12-01/P1M,2004
E10000007,Physical,Under 12,2024-01-01/P1M,2048
E10000007,Physical,Under 12,2024-02-01/P1M,2693
E10000007,Physical,Under 12,2024-03-01/P1M,2919
E10000008,Physical,All ages,2023-04-01/P1M,15340
E10000008,Physical,All ages,2023-05-01/P1M,14768
E10000008,Physical,All ages,2023-06-01/P1M,18601
E10000008,Physical,All ages,2023-07-01/P1M,26177
E10000008,Physical,All ages,2023-08-01/P1M,17095
E10000008,Physical,All ages,2023-09-01/P1M,14991
E10000008,Physical,All ages,2023-10-01/P1M,16430
E10000008,Physical,All ages,2023-11-01/P1M,15513
E10000008,Physical,All ages,2023-12-01/P1M,14487
E10000008,Physical,All ages,2024-01-01/P1M,15825
E10000008,Physical,All ages,2024-02-01/P1M,18460
E10000008,Physical,All ages,2024-03-01/P1M,17164
E06000059,Physical,All ages,2023-04-01/P1M,5886
E06000059,Physical,All ages,2023-05-01/P1M,5738
E06000059,Physical,All ages,2023-06-01/P1M,5626
E06000059,Physical,All ages,2023-07-01/P1M,8531
E06000059,Physical,All ages,2023-08-01/P1M,7219
E06000059,Physical,All ages,2023-09-01/P1M,6064
E06000059,Physical,All ages,2023-10-01/P1M,10197
E06000059,Physical,All ages,2023-11-01/P1M,6911
E06000059,Physical,All ages,2023-12-01/P1M,5396
E06000059,Physical,All ages,2024-01-01/P1M,7093
E06000059,Physical,All ages,2024-02-01/P1M,7371
E06000059,Physical,All ages,2024-03-01/P1M,8023
E06000059,Digital,All ages,2023-04-01/P1M,1521
E06000059,Digital,All ages,2023-05-01/P1M,58
E06000059,Digital,All ages,2023-06-01/P1M,2059
E06000059,Digital,All ages,2023-07-01/P1M,63
E06000059,Digital,All ages,2023-08-01/P1M,47
E06000059,Digital,All ages,2023-09-01/P1M,62
E06000059,Digital,All ages,2023-10-01/P1M,1107
E06000059,Digital,All ages,2023-11-01/P1M,29
E06000059,Digital,All ages,2023-12-01/P1M,28
E06000059,Digital,All ages,2024-01-01/P1M,43
E06000059,Digital,All ages,2024-02-01/P1M,529
E06000059,Digital,All ages,2024-03-01/P1M,3781
E08000027,Physical,All ages,2023-04-01/P1M,7928
E08000027,Physical,All ages,2023-05-01/P1M,7356
E08000027,Physical,All ages,2023-06-01/P1M,8055
E08000027,Physical,All ages,2023-07-01/P1M,9385
E08000027,Physical,All ages,2023-08-01/P1M,7650
E08000027,Physical,All ages,2023-09-01/P1M,6526
E08000027,Physical,All ages,2023-10-01/P1M,9876
E08000027,Physical,All ages,2023-11-01/P1M,9375
E08000027,Physical,All ages,2023-12-01/P1M,7837
E08000027,Physical,All ages,2024-01-01/P1M,12089
E08000027,Physical,All ages,2024-02-01/P1M,11789
E08000027,Physical,All ages,2024-03-01/P1M,13727
E10000011,Physical,All ages,2023-04-01/P1M,2566
E10000011,Physical,All ages,2023-05-01/P1M,3207
E10000011,Physical,All ages,2023-06-01/P1M,2876
E10000011,Physical,All ages,2023-07-01/P1M,3579
E10000011,Physical,All ages,2023-08-01/P1M,4451
E10000011,Physical,All ages,2023-09-01/P1M,4074
E10000011,Physical,All ages,2023-10-01/P1M,4628
E10000011,Physical,All ages,2023-11-01/P1M,3475
E10000011,Physical,All ages,2023-12-01/P1M,3856
E10000011,Physical,All ages,2024-01-01/P1M,3313
E10000011,Physical,All ages,2024-02-01/P1M,4167
E10000011,Physical,All ages,2024-03-01/P1M,3961
E06000014,Physical,All ages,2023-04-01/P1M,3277
E06000014,Physical,All ages,2023-05-01/P1M,3018
E06000014,Physical,All ages,2023-06-01/P1M,3659
E06000014,Physical,All ages,2023-07-01/P1M,11137
E06000014,Physical,All ages,2023-08-01/P1M,3081
E06000014,Physical,All ages,2023-09-01/P1M,2952
E06000014,Physical,All ages,2023-10-01/P1M,3186
E06000014,Physical,All ages,2023-11-01/P1M,3432
E06000014,Physical,All ages,2023-12-01/P1M,2364
E06000014,Physical,All ages,2024-01-01/P1M,3212
E06000014,Physical,All ages,2024-02-01/P1M,3608
E06000014,Physical,All ages,2024-03-01/P1M,3901
E06000014,Physical,Adults,2023-04-01/P1M,726
E06000014,Physical,Adults,2023-05-01/P1M,665
E06000014,Physical,Adults,2023-06-01/P1M,510
E06000014,Physical,Adults,2023-07-01/P1M,461
E06000014,Physical,Adults,2023-08-01/P1M,453
E06000014,Physical,Adults,2023-09-01/P1M,595
E06000014,Physical,Adults,2023-10-01/P1M,609
E06000014,Physical,Adults,2023-11-01/P1M,531
E06000014,Physical,Adults,2023-12-01/P1M,480
E06000014,Physical,Adults,2024-01-01/P1M,757
E06000014,Physical,Adults,2024-02-01/P1M,658
E06000014,Physical,Adults,2024-03-01/P1M,897
E06000014,Physical,Under 12,2023-04-01/P1M,2535
E06000014,Physical,Under 12,2023-05-01/P1M,2344
E06000014,Physical,Under 12,2023-06-01/P1M,3147
E06000014,Physical,Under 12,2023-07-01/P1M,10664
E06000014,Physical,Under 12,2023-08-01/P1M,2547
E06000014,Physical,Under 12,2023-09-01/P1M,2344
E06000014,Physical,Under 12,2023-10-01/P1M,2563
E06000014,Physical,Under 12,2023-11-01/P1M,2890
E06000014,Physical,Under 12,2023-12-01/P1M,1881
E06000014,Physical,Under 12,2024-01-01/P1M,2442
E06000014,Physical,Under 12,2024-02-01/P1M,2934
E06000014,Physical,Under 12,2024-03-01/P1M,2969
E06000014,Physical,12-17,2023-04-01/P1M,16
E06000014,Physical,12-17,2023-05-01/P1M,9
E06000014,Physical,12-17,2023-06-01/P1M,2
E06000014,Physical,12-17,2023-07-01/P1M,12
E06000014,Physical,12-17,2023-08-01/P1M,81
E06000014,Physical,12-17,2023-09-01/P1M,13
E06000014,Physical,12-17,2023-10-01/P1M,14
E06000014,Physical,12-17,2023-11-01/P1M,11
E06000014,Physical,12-17,2023-12-01/P1M,3
E06000014,Physical,12-17,2024-01-01/P1M,13
E06000014,Physical,12-17,2024-02-01/P1M,16
E06000014,Physical,12-17,2024-03-01/P1M,35
E09000011,Physical,Adults,2023-04-01/P1M,2300
E09000011,Physical,Adults,2023-05-01/P1M,2300
E09000011,Physical,Adults,2023-06-01/P1M,2300
E09000011,Physical,Adults,2023-07-01/P1M,2300
E09000011,Physical,Adults,2023-08-01/P1M,2300
E09000011,Physical,Adults,2023-09-01/P1M,2300
E09000011,Physical,Adults,2023-10-01/P1M,2500
E09000011,Physical,Adults,2023-11-01/P1M,2500
E09000011,Physical,Adults,2023-12-01/P1M,2200
E09000011,Physical,Adults,2024-01-01/P1M,2500
E09000011,Physical,Adults,2024-02-01/P1M,2500
E09000011,Physical,Adults,2024-03-01/P1M,2500
E09000011,Physical,Under 12,2023-04-01/P1M,7600
E09000011,Physical,Under 12,2023-05-01/P1M,7600
E09000011,Physical,Under 12,2023-06-01/P1M,7600
E09000011,Physical,Under 12,2023-07-01/P1M,7600
E09000011,Physical,Under 12,2023-08-01/P1M,7600
E09000011,Physical,Under 12,2023-09-01/P1M,7600
E09000011,Physical,Under 12,2023-10-01/P1M,7800
E09000011,Physical,Under 12,2023-11-01/P1M,7800
E09000011,Physical,Under 12,2023-12-01/P1M,6800
E09000011,Physical,Under 12,2024-01-01/P1M,7800
E09000011,Physical,Under 12,2024-02-01/P1M,7800
E09000011,Physical,Under 12,2024-03-01/P1M,7800
E09000011,Physical,12-17,2023-04-01/P1M,70
E09000011,Physical,12-17,2023-05-01/P1M,70
E09000011,Physical,12-17,2023-06-01/P1M,70
E09000011,Physical,12-17,2023-07-01/P1M,70
E09000011,Physical,12-17,2023-08-01/P1M,70
E09000011,Physical,12-17,2023-09-01/P1M,70
E09000011,Physical,12-17,2023-10-01/P1M,100
E09000011,Physical,12-17,2023-11-01/P1M,100
E09000011,Physical,12-17,2023-12-01/P1M,80
E09000011,Physical,12-17,2024-01-01/P1M,100
E09000011,Physical,12-17,2024-02-01/P1M,100
E09000011,Physical,12-17,2024-03-01/P1M,100
E09000011,Digital,Adults,2023-04-01/P1M,20
E09000011,Digital,Adults,2023-05-01/P1M,20
E09000011,Digital,Adults,2023-06-01/P1M,20
E09000011,Digital,Adults,2023-07-01/P1M,20
E09000011,Digital,Adults,2023-08-01/P1M,20
E09000011,Digital,Adults,2023-09-01/P1M,20
E09000011,Digital,Adults,2023-10-01/P1M,20
E09000011,Digital,Adults,2023-11-01/P1M,20
E09000011,Digital,Adults,2023-12-01/P1M,20
E09000011,Digital,Adults,2024-01-01/P1M,20
E09000011,Digital,Adults,2024-02-01/P1M,20
E09000011,Digital,Adults,2024-03-01/P1M,20
E09000011,Digital,Under 12,2023-04-01/P1M,60
E09000011,Digital,Under 12,2023-05-01/P1M,60
E09000011,Digital,Under 12,2023-06-01/P1M,60
E09000011,Digital,Under 12,2023-07-01/P1M,60
E09000011,Digital,Under 12,2023-08-01/P1M,60
E09000011,Digital,Under 12,2023-09-01/P1M,60
E09000011,Digital,Under 12,2023-10-01/P1M,60
E09000011,Digital,Under 12,2023-11-01/P1M,60
E09000011,Digital,Under 12,2023-12-01/P1M,60
E09000011,Digital,Under 12,2024-01-01/P1M,60
E09000011,Digital,Under 12,2024-02-01/P1M,60
E09000011,Digital,Under 12,2024-03-01/P1M,60
E09000011,Digital,12-17,2023-04-01/P1M,20
E09000011,Digital,12-17,2023-05-01/P1M,20
E09000011,Digital,12-17,2023-06-01/P1M,20
E09000011,Digital,12-17,2023-07-01/P1M,20
E09000011,Digital,12-17,2023-08-01/P1M,20
E09000011,Digital,12-17,2023-09-01/P1M,20
E09000011,Digital,12-17,2023-10-01/P1M,20
E09000011,Digital,12-17,2023-11-01/P1M,20
E09000011,Digital,12-17,2023-12-01/P1M,20
E09000011,Digital,12-17,2024-01-01/P1M,20
E09000011,Digital,12-17,2024-02-01/P1M,20
E09000011,Digital,12-17,2024-03-01/P1M,20
E09000012,Physical,All ages,2023-04-01/P1M,2577
E09000012,Physical,All ages,2023-05-01/P1M,2592
E09000012,Physical,All ages,2023-06-01/P1M,1977
E09000012,Physical,All ages,2023-07-01/P1M,1189
E09000012,Physical,All ages,2023-08-01/P1M,1096
E09000012,Physical,All ages,2023-09-01/P1M,2028
E09000012,Physical,All ages,2023-10-01/P1M,2993
E09000012,Physical,All ages,2023-11-01/P1M,3623
E09000012,Physical,All ages,2023-12-01/P1M,1950
E09000012,Physical,All ages,2024-01-01/P1M,3270
E09000012,Physical,All ages,2024-02-01/P1M,2769
E09000012,Physical,All ages,2024-03-01/P1M,1791
E09000012,Physical,Adults,2023-04-01/P1M,23
E09000012,Physical,Adults,2023-05-01/P1M,18
E09000012,Physical,Adults,2023-06-01/P1M,54
E09000012,Physical,Adults,2023-07-01/P1M,102
E09000012,Physical,Adults,2023-08-01/P1M,62
E09000012,Physical,Adults,2023-09-01/P1M,24
E09000012,Physical,Adults,2023-10-01/P1M,47
E09000012,Physical,Adults,2023-11-01/P1M,45
E09000012,Physical,Adults,2023-12-01/P1M,27
E09000012,Physical,Adults,2024-01-01/P1M,190
E09000012,Physical,Adults,2024-02-01/P1M,137
E09000012,Physical,Adults,2024-03-01/P1M,152
E09000012,Physical,Under 12,2023-04-01/P1M,2554
E09000012,Physical,Under 12,2023-05-01/P1M,2574
E09000012,Physical,Under 12,2023-06-01/P1M,1923
E09000012,Physical,Under 12,2023-07-01/P1M,1087
E09000012,Physical,Under 12,2023-08-01/P1M,1034
E09000012,Physical,Under 12,2023-09-01/P1M,2004
E09000012,Physical,Under 12,2023-10-01/P1M,2946
E09000012,Physical,Under 12,2023-11-01/P1M,3578
E09000012,Physical,Under 12,2023-12-01/P1M,1923
E09000012,Physical,Under 12,2024-01-01/P1M,3080
E09000012,Physical,Under 12,2024-02-01/P1M,2632
E09000012,Physical,Under 12,2024-03-01/P1M,1639
E06000006,Physical,All ages,2023-04-01/P1M,1444
E06000006,Physical,All ages,2023-05-01/P1M,1379
E06000006,Physical,All ages,2023-06-01/P1M,1211
E06000006,Physical,All ages,2023-07-01/P1M,2016
E06000006,Physical,All ages,2023-08-01/P1M,3049
E06000006,Physical,All ages,2023-09-01/P1M,1840
E06000006,Physical,All ages,2023-10-01/P1M,1932
E06000006,Physical,All ages,2023-11-01/P1M,2021
E06000006,Physical,All ages,2023-12-01/P1M,1485
E06000006,Physical,All ages,2024-01-01/P1M,1871
E06000006,Physical,All ages,2024-02-01/P1M,1804
E06000006,Physical,All ages,2024-03-01/P1M,2905
E06000006,Physical,Adults,2023-04-01/P1M,368
E06000006,Physical,Adults,2023-05-01/P1M,623
E06000006,Physical,Adults,2023-06-01/P1M,552
E06000006,Physical,Adults,2023-07-01/P1M,882
E06000006,Physical,Adults,2023-08-01/P1M,1267
E06000006,Physical,Adults,2023-09-01/P1M,857
E06000006,Physical,Adults,2023-10-01/P1M,848
E06000006,Physical,Adults,2023-11-01/P1M,1100
E06000006,Physical,Adults,2023-12-01/P1M,802
E06000006,Physical,Adults,2024-01-01/P1M,1133
E06000006,Physical,Adults,2024-02-01/P1M,1019
E06000006,Physical,Adults,2024-03-01/P1M,1008
E06000006,Physical,Under 12,2023-04-01/P1M,806
E06000006,Physical,Under 12,2023-05-01/P1M,756
E06000006,Physical,Under 12,2023-06-01/P1M,659
E06000006,Physical,Under 12,2023-07-01/P1M,1134
E06000006,Physical,Under 12,2023-08-01/P1M,1782
E06000006,Physical,Under 12,2023-09-01/P1M,983
E06000006,Physical,Under 12,2023-10-01/P1M,1084
E06000006,Physical,Under 12,2023-11-01/P1M,881
E06000006,Physical,Under 12,2023-12-01/P1M,643
E06000006,Physical,Under 12,2024-01-01/P1M,667
E06000006,Physical,Under 12,2024-02-01/P1M,725
E06000006,Physical,Under 12,2024-03-01/P1M,1842
E06000006,Physical,12-17,2023-11-01/P1M,40
E06000006,Physical,12-17,2023-12-01/P1M,40
E06000006,Physical,12-17,2024-01-01/P1M,71
E06000006,Physical,12-17,2024-02-01/P1M,60
E06000006,Physical,12-17,2024-03-01/P1M,55
E10000014,Physical,All ages,2023-04-01/P1M,25740
E10000014,Physical,All ages,2023-05-01/P1M,22965
E10000014,Physical,All ages,2023-06-01/P1M,23832
E10000014,Physical,All ages,2023-07-01/P1M,42942
E10000014,Physical,All ages,2023-08-01/P1M,35121
E10000014,Physical,All ages,2023-09-01/P1M,25670
E10000014,Physical,All ages,2023-10-01/P1M,31825
E10000014,Physical,All ages,2023-11-01/P1M,31256
E10000014,Physical,All ages,2023-12-01/P1M,26180
E10000014,Physical,All ages,2024-01-01/P1M,31579
E10000014,Physical,All ages,2024-02-01/P1M,33463
E10000014,Physical,All ages,2024-03-01/P1M,36528
E10000014,Physical,Adults,2023-04-01/P1M,2414
E10000014,Physical,Adults,2023-05-01/P1M,2476
E10000014,Physical,Adults,2023-06-01/P1M,2578
E10000014,Physical,Adults,2023-07-01/P1M,2896
E10000014,Physical,Adults,2023-08-01/P1M,2872
E10000014,Physical,Adults,2023-09-01/P1M,3209
E10000014,Physical,Adults,2023-10-01/P1M,3634
E10000014,Physical,Adults,2023-11-01/P1M,3599
E10000014,Physical,Adults,2023-12-01/P1M,2906
E10000014,Physical,Adults,2024-01-01/P1M,4011
E10000014,Physical,Adults,2024-02-01/P1M,4029
E10000014,Physical,Adults,2024-03-01/P1M,3810
E10000014,Physical,Under 12,2023-04-01/P1M,15242
E10000014,Physical,Under 12,2023-05-01/P1M,14578
E10000014,Physical,Under 12,2023-06-01/P1M,15646
E10000014,Physical,Under 12,2023-07-01/P1M,32339
E10000014,Physical,Under 12,2023-08-01/P1M,22863
E10000014,Physical,Under 12,2023-09-01/P1M,17316
E10000014,Physical,Under 12,2023-10-01/P1M,18812
E10000014,Physical,Under 12,2023-11-01/P1M,20300
E10000014,Physical,Under 12,2023-12-01/P1M,15133
E10000014,Physical,Under 12,2024-01-01/P1M,21172
E10000014,Physical,Under 12,2024-02-01/P1M,22046
E10000014,Physical,Under 12,2024-03-01/P1M,24151
E10000014,Physical,12-17,2023-04-01/P1M,8084
E10000014,Physical,12-17,2023-05-01/P1M,5911
E10000014,Physical,12-17,2023-06-01/P1M,5608
E10000014,Physical,12-17,2023-07-01/P1M,7707
E10000014,Physical,12-17,2023-08-01/P1M,9386
E10000014,Physical,12-17,2023-09-01/P1M,5145
E10000014,Physical,12-17,2023-10-01/P1M,9379
E10000014,Physical,12-17,2023-11-01/P1M,7357
E10000014,Physical,12-17,2023-12-01/P1M,8141
E10000014,Physical,12-17,2024-01-01/P1M,6396
E10000014,Physical,12-17,2024-02-01/P1M,7388
E10000014,Physical,12-17,2024-03-01/P1M,8567
E10000014,Digital,All ages,2023-04-01/P1M,6
E10000014,Digital,All ages,2023-05-01/P1M,7
E10000014,Digital,All ages,2023-06-01/P1M,7
E10000014,Digital,All ages,2023-07-01/P1M,5
E10000014,Digital,All ages,2023-08-01/P1M,9
E10000014,Digital,All ages,2023-09-01/P1M,8
E10000014,Digital,All ages,2023-10-01/P1M,6
E10000014,Digital,All ages,2023-11-01/P1M,7
E10000014,Digital,All ages,2023-12-01/P1M,8
E10000014,Digital,All ages,2024-01-01/P1M,6
E10000014,Digital,All ages,2024-02-01/P1M,8
E10000014,Digital,All ages,2024-03-01/P1M,6
E10000014,Digital,Adults,2023-04-01/P1M,6
E10000014,Digital,Adults,2023-05-01/P1M,7
E10000014,Digital,Adults,2023-06-01/P1M,7
E10000014,Digital,Adults,2023-07-01/P1M,5
E10000014,Digital,Adults,2023-08-01/P1M,9
E10000014,Digital,Adults,2023-09-01/P1M,8
E10000014,Digital,Adults,2023-10-01/P1M,6
E10000014,Digital,Adults,2023-11-01/P1M,7
E10000014,Digital,Adults,2023-12-01/P1M,8
E10000014,Digital,Adults,2024-01-01/P1M,6
E10000014,Digital,Adults,2024-02-01/P1M,8
E10000014,Digital,Adults,2024-03-01/P1M,6
E09000014,Physical,All ages,2023-04-01/P1M,1953
E09000014,Physical,All ages,2023-05-01/P1M,2440
E09000014,Physical,All ages,2023-06-01/P1M,3828
E09000014,Physical,All ages,2023-07-01/P1M,2579
E09000014,Physical,All ages,2023-08-01/P1M,1570
E09000014,Physical,All ages,2023-09-01/P1M,1821
E09000014,Physical,All ages,2023-10-01/P1M,2584
E09000014,Physical,All ages,2023-11-01/P1M,2619
E09000014,Physical,All ages,2023-12-01/P1M,1886
E09000014,Physical,All ages,2024-01-01/P1M,2023
E09000014,Physical,All ages,2024-02-01/P1M,2680
E09000014,Physical,All ages,2024-03-01/P1M,3204
E09000014,Physical,Adults,2023-04-01/P1M,42
E09000014,Physical,Adults,2023-05-01/P1M,141
E09000014,Physical,Adults,2023-06-01/P1M,97
E09000014,Physical,Adults,2023-07-01/P1M,160
E09000014,Physical,Adults,2023-08-01/P1M,124
E09000014,Physical,Adults,2023-09-01/P1M,135
E09000014,Physical,Adults,2023-10-01/P1M,191
E09000014,Physical,Adults,2023-11-01/P1M,86
E09000014,Physical,Adults,2023-12-01/P1M,110
E09000014,Physical,Adults,2024-01-01/P1M,141
E09000014,Physical,Adults,2024-02-01/P1M,162
E09000014,Physical,Adults,2024-03-01/P1M,163
E09000014,Physical,Under 12,2023-04-01/P1M,1729
E09000014,Physical,Under 12,2023-05-01/P1M,2042
E09000014,Physical,Under 12,2023-06-01/P1M,2700
E09000014,Physical,Under 12,2023-07-01/P1M,2220
E09000014,Physical,Under 12,2023-08-01/P1M,1294
E09000014,Physical,Under 12,2023-09-01/P1M,1558
E09000014,Physical,Under 12,2023-10-01/P1M,2100
E09000014,Physical,Under 12,2023-11-01/P1M,2385
E09000014,Physical,Under 12,2023-12-01/P1M,1776
E09000014,Physical,Under 12,2024-01-01/P1M,1727
E09000014,Physical,Under 12,2024-02-01/P1M,2431
E09000014,Physical,Under 12,2024-03-01/P1M,2880
E09000014,Physical,12-17,2023-04-01/P1M,1
E09000014,Physical,12-17,2023-05-01/P1M,25
